ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status,School_Density_Score,Public_Transport_Accessibility_Numeric,Parking_Space_Numeric,Infrastructure_Score,Growth_Multiplier,Future_Price_5Y,Investment_Score,Good_Investment
226250,Uttarakhand,Dehradun,Locality_412,Villa,5,2387,480.4,0.2,1994,Semi-furnished,8,7,31,4,4,Medium,No,No,"Pool, Garden, Gym, Clubhouse",North,Broker,Under_Construction,2,6,1.0,38.888888888888886,1.0,705.8652080947202,0,0
35956,Uttarakhand,Dehradun,Locality_359,Villa,3,3323,459.99,0.14,2004,Semi-furnished,29,27,21,4,4,Low,Yes,Yes,"Pool, Clubhouse",East,Owner,Under_Construction,2,3,1.0,22.22222222222222,0.98,670.8845435994841,1,0
243071,Jharkhand,Jamshedpur,Locality_268,Villa,1,4092,363.5,0.09,2005,Furnished,9,14,20,5,1,Medium,No,Yes,"Pool, Gym, Clubhouse, Playground",North,Broker,Under_Construction,2,6,1.0,31.48148148148148,1.0,534.1007559168002,1,0
26346,Madhya Pradesh,Indore,Locality_291,Apartment,5,4009,499.24,0.12,1990,Furnished,1,20,35,6,8,Medium,No,Yes,"Garden, Pool, Playground, Clubhouse, Gym",North,Builder,Ready_to_Move,3,6,1.0,61.11111111111111,1.0,733.5473490616323,2,0
70993,Rajasthan,Jodhpur,Locality_354,Villa,4,2633,221.07,0.08,2014,Semi-furnished,15,20,11,10,3,High,No,Yes,"Garden, Playground, Pool",West,Builder,Under_Construction,5,9,1.0,74.07407407407408,1.02,327.23760406689814,3,1
75098,Madhya Pradesh,Indore,Locality_254,Independent House,5,888,439.74,0.5,1992,Furnished,25,2,33,8,5,Medium,Yes,No,"Gym, Pool, Clubhouse, Playground",East,Owner,Ready_to_Move,4,6,1.0,57.407407407407405,1.0,646.1223284920322,2,0
69130,Karnataka,Mangalore,Locality_366,Villa,4,4242,359.79,0.08,2022,Unfurnished,21,23,3,4,1,Medium,No,Yes,"Garden, Playground, Pool",East,Builder,Ready_to_Move,2,6,1.0,27.77777777777777,0.98,524.7452117255992,3,1
221169,Tamil Nadu,Chennai,Locality_88,Villa,2,4711,15.03,0.0,2013,Unfurnished,14,27,12,3,4,Low,No,No,Garden,East,Broker,Under_Construction,2,3,1.0,18.51851851851852,0.98,21.92089978108273,3,1
128435,Kerala,Trivandrum,Locality_342,Independent House,1,3289,491.65,0.15,2003,Unfurnished,30,12,22,5,2,High,Yes,Yes,"Clubhouse, Pool, Gym, Garden",West,Owner,Ready_to_Move,2,9,1.0,51.85185185185185,1.0,722.3951489587203,2,0
35480,Punjab,Amritsar,Locality_113,Independent House,1,1529,86.23,0.06,2022,Semi-furnished,30,12,3,8,3,Medium,No,Yes,"Clubhouse, Pool, Playground, Garden, Gym",North,Builder,Ready_to_Move,4,6,1.0,50.0,1.0,126.70016006246404,3,1
138759,Bihar,Gaya,Locality_276,Independent House,3,1953,433.85,0.22,2010,Furnished,3,8,15,3,8,Low,Yes,Yes,"Playground, Pool, Garden, Gym",West,Builder,Ready_to_Move,2,3,1.0,33.33333333333333,1.0,637.4679861196803,2,0
92334,Chhattisgarh,Raipur,Locality_402,Villa,2,1762,294.03,0.17,2022,Furnished,13,10,3,10,4,High,No,No,Garden,East,Builder,Under_Construction,5,9,1.0,77.77777777777777,1.02,435.2362270945404,3,1
233325,Uttar Pradesh,Lucknow,Locality_430,Apartment,1,3537,415.49,0.12,2007,Furnished,23,21,18,2,5,High,No,No,"Clubhouse, Pool",West,Broker,Under_Construction,1,9,1.0,51.85185185185185,1.0,610.4911226296323,1,0
87268,Rajasthan,Jodhpur,Locality_485,Independent House,2,3323,199.21,0.06,2006,Unfurnished,16,6,19,3,6,Medium,Yes,No,"Garden, Clubhouse, Playground",South,Owner,Under_Construction,2,6,1.0,42.59259259259259,1.0,292.7048461793281,2,0
97206,Madhya Pradesh,Indore,Locality_236,Apartment,3,3747,129.16,0.03,2012,Furnished,3,21,13,8,2,Low,No,No,"Pool, Playground, Gym, Clubhouse",East,Owner,Under_Construction,4,3,1.0,29.629629629629623,0.98,188.3768074334428,3,1
8263,West Bengal,Kolkata,Locality_225,Independent House,2,3786,34.4,0.01,2022,Furnished,23,30,3,10,5,High,No,No,"Garden, Gym, Playground",East,Owner,Ready_to_Move,5,9,1.0,81.4814814814815,1.02,50.920403401191,5,1
124387,Uttar Pradesh,Noida,Locality_363,Independent House,3,2513,432.32,0.17,2015,Unfurnished,12,2,10,7,10,Medium,No,No,"Gym, Garden",West,Owner,Ready_to_Move,3,6,1.0,72.22222222222221,1.02,639.9392092558982,4,1
17406,Rajasthan,Jaipur,Locality_247,Apartment,4,2453,359.28,0.15,2016,Semi-furnished,8,7,9,2,3,High,Yes,No,"Clubhouse, Pool, Gym, Garden",South,Owner,Ready_to_Move,1,9,1.0,44.44444444444444,1.0,527.9001914327041,2,0
69965,Madhya Pradesh,Bhopal,Locality_418,Independent House,3,3899,90.02,0.02,1993,Semi-furnished,22,1,32,7,2,High,No,Yes,"Clubhouse, Garden",West,Builder,Ready_to_Move,3,9,1.0,59.25925925925925,1.0,132.26891347353603,4,1
9997,Punjab,Ludhiana,Locality_416,Independent House,3,2539,252.52,0.1,2021,Furnished,6,17,4,6,10,Low,Yes,Yes,"Gym, Pool, Clubhouse, Garden",West,Broker,Ready_to_Move,3,3,1.0,51.85185185185185,1.0,371.03472595353617,4,1
171921,Uttar Pradesh,Noida,Locality_498,Independent House,1,906,370.65,0.41,2017,Semi-furnished,27,2,8,2,2,Medium,Yes,No,"Garden, Playground, Clubhouse, Pool, Gym",North,Broker,Ready_to_Move,1,6,1.0,24.07407407407408,0.98,540.5842650604334,2,0
224605,Assam,Silchar,Locality_78,Villa,3,3988,228.2,0.06,2023,Semi-furnished,20,18,2,6,8,High,No,No,"Playground, Gym, Clubhouse, Garden, Pool",South,Builder,Ready_to_Move,3,9,1.0,77.77777777777777,1.02,337.79174581836594,5,1
212423,Bihar,Gaya,Locality_293,Independent House,5,1363,282.78,0.21,2018,Furnished,13,9,7,8,4,Low,No,Yes,"Gym, Playground",South,Builder,Ready_to_Move,4,3,1.0,37.03703703703703,1.0,415.4965935575041,2,0
39899,Tamil Nadu,Coimbatore,Locality_341,Apartment,5,2152,381.94,0.18,1996,Semi-furnished,12,2,29,1,4,High,Yes,Yes,Gym,East,Builder,Ready_to_Move,1,9,1.0,44.44444444444444,1.0,561.1951656529922,1,0
23647,Kerala,Trivandrum,Locality_42,Apartment,2,4513,201.82,0.04,2015,Unfurnished,23,2,10,6,10,Low,No,Yes,"Gym, Clubhouse, Playground",North,Owner,Ready_to_Move,3,3,1.0,51.85185185185185,1.0,296.5397924597761,5,1
193772,Assam,Silchar,Locality_372,Villa,2,3417,405.91,0.12,2003,Semi-furnished,8,15,22,9,2,Medium,No,Yes,"Pool, Gym, Playground, Garden, Clubhouse",West,Builder,Under_Construction,4,6,1.0,50.0,1.0,596.4149596538882,1,0
191287,Uttarakhand,Dehradun,Locality_426,Villa,5,504,164.12,0.33,2001,Semi-furnished,26,22,24,2,7,Medium,Yes,No,Pool,North,Builder,Under_Construction,1,6,1.0,42.59259259259259,1.0,241.1461239644161,0,0
165288,Madhya Pradesh,Indore,Locality_471,Apartment,2,2802,75.43,0.03,2001,Furnished,3,8,24,1,8,Medium,No,Yes,"Garden, Pool, Gym, Playground, Clubhouse",West,Builder,Under_Construction,1,6,1.0,42.59259259259259,1.0,110.83141683302404,2,0
70984,Punjab,Ludhiana,Locality_305,Villa,1,2241,366.85,0.16,2015,Semi-furnished,4,4,10,5,8,High,Yes,No,"Playground, Gym, Garden, Clubhouse",South,Broker,Under_Construction,2,9,1.0,74.07407407407408,1.02,543.0276159222942,2,0
38181,Punjab,Ludhiana,Locality_235,Apartment,1,1886,224.48,0.12,1992,Semi-furnished,3,29,33,7,10,Medium,No,No,"Garden, Clubhouse, Pool, Gym, Playground",East,Broker,Ready_to_Move,3,6,1.0,72.22222222222221,1.02,332.28523707846966,2,0
220349,Uttarakhand,Dehradun,Locality_94,Independent House,5,2465,272.1,0.11,2023,Furnished,1,1,2,3,6,High,No,No,"Gym, Pool, Garden, Playground, Clubhouse",North,Owner,Ready_to_Move,2,9,1.0,59.25925925925925,1.0,399.8041696972802,3,1
200420,Rajasthan,Jodhpur,Locality_112,Apartment,1,1140,312.67,0.27,2016,Furnished,21,19,9,3,8,Medium,No,No,"Pool, Gym, Garden",North,Owner,Ready_to_Move,2,6,1.0,50.0,1.0,459.4148097730562,2,0
143794,Tamil Nadu,Chennai,Locality_120,Independent House,4,1283,374.63,0.29,2010,Furnished,6,5,15,1,9,Medium,No,Yes,"Gym, Clubhouse, Garden, Playground",West,Broker,Under_Construction,1,6,1.0,46.2962962962963,1.0,550.4543774115842,0,0
231243,West Bengal,Durgapur,Locality_79,Apartment,3,3279,62.88,0.02,2015,Furnished,26,1,10,9,4,Medium,Yes,No,"Clubhouse, Pool, Garden, Gym",South,Owner,Under_Construction,4,6,1.0,57.407407407407405,1.0,92.39134946918404,4,1
135703,Jharkhand,Jamshedpur,Locality_37,Independent House,3,2878,353.92,0.12,2012,Unfurnished,29,14,13,3,1,High,No,Yes,"Pool, Clubhouse, Garden, Gym",East,Builder,Under_Construction,2,9,1.0,40.74074074074075,1.0,520.0245929410562,2,0
81750,Haryana,Faridabad,Locality_243,Independent House,1,3114,427.19,0.14,1994,Furnished,8,23,31,9,4,High,No,No,"Gym, Garden",East,Builder,Under_Construction,4,9,1.0,74.07407407407408,1.02,632.345556074267,1,0
61578,Karnataka,Mysore,Locality_215,Independent House,1,3180,42.11,0.01,2019,Unfurnished,29,26,6,8,2,Medium,No,No,"Clubhouse, Gym, Playground",North,Owner,Ready_to_Move,4,6,1.0,46.2962962962963,1.0,61.87340531404802,3,1
57508,Gujarat,Surat,Locality_326,Apartment,4,2812,185.73,0.07,2010,Unfurnished,24,29,15,9,3,Medium,No,No,"Gym, Playground, Clubhouse, Garden",North,Owner,Ready_to_Move,4,6,1.0,53.70370370370371,1.0,272.89830370406406,3,1
91825,Assam,Guwahati,Locality_173,Apartment,3,764,85.23,0.11,2017,Furnished,3,21,8,1,5,Low,Yes,No,"Garden, Playground, Pool, Clubhouse, Gym",South,Owner,Ready_to_Move,1,3,1.0,14.814814814814817,0.98,124.30594067476255,3,1
2741,Telangana,Hyderabad,Locality_292,Independent House,5,3681,405.59,0.11,2023,Semi-furnished,12,19,2,5,6,High,No,Yes,"Playground, Garden",East,Broker,Ready_to_Move,2,9,1.0,66.66666666666666,1.0,595.9447746693122,3,1
185131,Chhattisgarh,Bilaspur,Locality_262,Apartment,2,1355,342.09,0.25,2005,Semi-furnished,26,5,20,8,4,Medium,Yes,Yes,"Pool, Gym, Clubhouse, Garden, Playground",West,Broker,Ready_to_Move,4,6,1.0,53.703703703703695,1.0,502.64244179251216,3,1
7706,Rajasthan,Jodhpur,Locality_426,Apartment,4,3207,347.25,0.11,2023,Unfurnished,16,10,2,7,1,Low,No,No,Playground,North,Broker,Under_Construction,3,3,1.0,22.22222222222221,0.98,506.4559180958735,1,0
84746,Uttar Pradesh,Noida,Locality_127,Independent House,4,4072,460.27,0.11,2010,Unfurnished,3,24,15,3,9,Low,Yes,No,"Garden, Clubhouse, Playground",South,Broker,Under_Construction,2,3,1.0,37.03703703703704,1.0,676.2876339087362,0,0
167227,Kerala,Kochi,Locality_172,Apartment,2,4881,306.66,0.06,2020,Furnished,29,2,5,8,10,Low,Yes,Yes,"Clubhouse, Gym, Playground, Garden",East,Builder,Ready_to_Move,4,3,1.0,59.25925925925925,1.0,450.5841480314882,5,1
108728,Gujarat,Surat,Locality_200,Villa,4,2889,310.35,0.11,2001,Furnished,26,27,24,3,9,Low,Yes,Yes,"Garden, Pool, Clubhouse, Gym",East,Broker,Under_Construction,2,3,1.0,37.03703703703704,1.0,456.0059686348802,0,0
240622,West Bengal,Kolkata,Locality_155,Villa,1,991,368.47,0.37,2008,Furnished,19,22,17,8,9,High,Yes,No,"Clubhouse, Garden, Pool, Playground",East,Builder,Ready_to_Move,4,9,1.0,88.88888888888889,1.02,545.425611663862,2,0
212458,Rajasthan,Jodhpur,Locality_5,Independent House,4,1018,318.19,0.31,2018,Unfurnished,11,19,7,1,7,Medium,Yes,Yes,Playground,North,Builder,Under_Construction,1,6,1.0,38.888888888888886,1.0,467.5255007569922,1,0
78460,West Bengal,Kolkata,Locality_413,Independent House,3,4742,407.66,0.09,2000,Semi-furnished,19,24,25,1,3,Medium,Yes,No,"Garden, Playground",East,Owner,Under_Construction,1,6,1.0,24.07407407407408,0.98,594.5624753663465,2,0
34193,Haryana,Gurgaon,Locality_347,Apartment,4,3066,100.06,0.03,1998,Semi-furnished,17,7,27,10,10,High,No,Yes,Clubhouse,North,Broker,Ready_to_Move,5,9,1.0,100.0,1.02,148.11324314892943,3,1
27246,West Bengal,Kolkata,Locality_459,Villa,2,3299,494.06,0.15,2019,Semi-furnished,17,2,6,6,2,Low,No,No,Playground,South,Owner,Ready_to_Move,3,3,1.0,22.222222222222225,0.98,720.574833389337,3,1
135097,Bihar,Patna,Locality_311,Villa,5,2205,399.17,0.18,2007,Furnished,12,26,18,4,2,Medium,Yes,Yes,"Garden, Pool, Gym",South,Owner,Under_Construction,2,6,1.0,31.48148148148148,1.0,586.5116884162562,0,0
144247,Andhra Pradesh,Vishakhapatnam,Locality_160,Independent House,5,3887,492.0,0.13,2013,Semi-furnished,26,28,12,3,7,Low,Yes,No,"Garden, Clubhouse",North,Broker,Under_Construction,2,3,1.0,29.629629629629623,0.98,717.5703720753629,1,0
122154,Assam,Silchar,Locality_488,Independent House,4,3839,327.07,0.09,2020,Semi-furnished,19,12,5,10,9,High,No,No,"Clubhouse, Gym, Garden, Pool, Playground",East,Owner,Ready_to_Move,5,9,1.0,96.29629629629628,1.02,484.1434982682425,4,1
48456,Karnataka,Bangalore,Locality_254,Independent House,4,3176,30.39,0.01,2005,Unfurnished,15,1,20,4,8,Low,No,No,"Playground, Gym, Garden",East,Builder,Ready_to_Move,2,3,1.0,37.03703703703703,1.0,44.65288025395202,2,0
98369,Andhra Pradesh,Vishakhapatnam,Locality_55,Independent House,2,3474,353.43,0.1,2009,Semi-furnished,11,14,16,1,9,High,No,Yes,"Playground, Gym, Clubhouse",West,Broker,Under_Construction,1,9,1.0,62.96296296296296,1.0,519.3046221834242,2,0
26378,Madhya Pradesh,Indore,Locality_25,Villa,4,1669,49.08,0.03,1995,Unfurnished,6,30,30,2,4,Low,Yes,No,"Playground, Gym, Garden",West,Builder,Ready_to_Move,1,3,1.0,14.814814814814811,0.98,71.58202004361547,2,0
23707,Odisha,Bhubaneswar,Locality_329,Apartment,5,2889,429.24,0.15,1997,Unfurnished,5,22,28,7,8,Low,No,Yes,"Gym, Pool, Playground, Garden, Clubhouse",West,Builder,Ready_to_Move,3,3,1.0,48.14814814814814,1.0,630.6943836856323,1,0
155634,Gujarat,Ahmedabad,Locality_236,Independent House,4,638,266.08,0.42,2018,Semi-furnished,21,29,7,6,2,Medium,Yes,Yes,"Garden, Pool, Gym, Clubhouse",West,Broker,Ready_to_Move,3,6,1.0,38.88888888888889,1.0,390.9588146749441,2,0
27248,Maharashtra,Nagpur,Locality_484,Apartment,1,2700,103.62,0.04,2016,Unfurnished,25,30,9,10,4,Medium,Yes,No,"Gym, Clubhouse",West,Broker,Ready_to_Move,5,6,1.0,61.11111111111111,1.0,152.25177531801606,4,1
156753,Uttarakhand,Dehradun,Locality_348,Apartment,3,2645,88.8,0.03,1999,Furnished,12,29,26,6,7,High,No,Yes,Pool,West,Owner,Under_Construction,3,9,1.0,74.07407407407408,1.02,131.4456925007489,3,1
216263,Punjab,Ludhiana,Locality_251,Independent House,5,613,266.77,0.44,2004,Semi-furnished,18,28,21,7,5,High,Yes,Yes,"Garden, Clubhouse, Pool",West,Owner,Under_Construction,3,9,1.0,70.37037037037037,1.02,394.8847678876664,1,0
42923,Jharkhand,Jamshedpur,Locality_71,Villa,4,3415,407.95,0.12,2000,Unfurnished,19,20,25,9,1,Medium,Yes,Yes,Playground,West,Builder,Ready_to_Move,4,6,1.0,46.2962962962963,1.0,599.4123889305602,1,0
158145,Odisha,Bhubaneswar,Locality_157,Apartment,2,1583,438.4,0.28,1993,Semi-furnished,3,22,32,2,2,Medium,No,Yes,Clubhouse,North,Builder,Ready_to_Move,1,6,1.0,24.07407407407408,0.98,639.3960388573965,2,0
108964,Kerala,Kochi,Locality_102,Apartment,4,1006,203.68,0.2,2000,Unfurnished,16,12,25,3,10,Medium,No,No,"Garden, Gym",South,Owner,Under_Construction,2,6,1.0,57.407407407407405,1.0,299.27274268262414,1,0
183602,Rajasthan,Jaipur,Locality_2,Apartment,1,3396,485.56,0.14,1996,Semi-furnished,12,23,29,3,1,Low,Yes,No,"Playground, Gym, Garden, Clubhouse",West,Owner,Under_Construction,2,3,1.0,7.4074074074074066,0.98,708.1777842782789,0,0
185840,Delhi,New Delhi,Locality_157,Apartment,1,3424,320.69,0.09,2000,Unfurnished,7,20,25,9,9,Medium,Yes,No,"Gym, Garden, Pool, Clubhouse, Playground",South,Broker,Under_Construction,4,6,1.0,75.92592592592592,1.02,474.6995397304634,2,0
221103,Maharashtra,Pune,Locality_46,Independent House,4,1528,376.76,0.25,2000,Furnished,6,24,25,4,10,High,Yes,No,Gym,North,Builder,Ready_to_Move,2,9,1.0,77.77777777777777,1.02,557.696836785835,2,0
78955,Tamil Nadu,Coimbatore,Locality_65,Apartment,2,1129,199.85,0.18,2002,Furnished,3,25,23,8,7,Medium,Yes,Yes,"Clubhouse, Gym, Playground, Pool, Garden",West,Builder,Ready_to_Move,4,6,1.0,64.81481481481481,1.0,293.6452161484801,3,1
135491,Andhra Pradesh,Vijayawada,Locality_327,Independent House,2,3205,135.3,0.04,1991,Semi-furnished,16,8,34,4,9,High,No,No,"Pool, Garden, Playground",East,Broker,Under_Construction,2,9,1.0,74.07407407407408,1.02,200.27705174945183,3,1
206808,Telangana,Hyderabad,Locality_8,Independent House,5,4765,447.38,0.09,2014,Unfurnished,8,18,11,7,1,High,No,No,Pool,North,Broker,Ready_to_Move,3,9,1.0,55.55555555555555,1.0,657.3479949987842,4,1
17188,Punjab,Amritsar,Locality_408,Apartment,3,3289,420.88,0.13,1995,Unfurnished,6,9,30,9,1,High,Yes,No,"Playground, Pool",North,Owner,Ready_to_Move,4,9,1.0,62.96296296296296,1.0,618.4108009635843,3,1
205881,Karnataka,Mangalore,Locality_427,Apartment,5,1043,98.92,0.09,2008,Unfurnished,17,28,17,5,4,Low,No,Yes,"Gym, Clubhouse, Playground, Pool, Garden",North,Owner,Ready_to_Move,2,3,1.0,25.925925925925924,0.98,144.27248212539612,2,0
246613,West Bengal,Kolkata,Locality_278,Apartment,3,4337,267.17,0.06,2017,Unfurnished,12,9,8,4,6,Low,No,Yes,"Clubhouse, Garden",South,Broker,Under_Construction,2,3,1.0,29.629629629629623,0.98,389.66113070604615,3,1
15915,Chhattisgarh,Raipur,Locality_478,Independent House,4,2276,398.1,0.17,2011,Unfurnished,29,12,14,3,9,Medium,Yes,Yes,"Gym, Pool",East,Builder,Ready_to_Move,2,6,1.0,53.70370370370371,1.0,584.9395073740802,3,1
16817,Delhi,Dwarka,Locality_245,Independent House,2,3872,141.05,0.04,1991,Unfurnished,25,17,34,5,4,Low,No,Yes,Playground,East,Builder,Ready_to_Move,2,3,1.0,25.925925925925924,0.98,205.7180914252641,3,1
48823,Maharashtra,Mumbai,Locality_320,Independent House,3,3596,292.82,0.08,2010,Semi-furnished,0,3,15,5,9,Medium,Yes,Yes,"Playground, Garden, Pool",South,Builder,Ready_to_Move,2,6,1.0,61.11111111111111,1.0,430.24864744857615,4,1
197631,Kerala,Kochi,Locality_28,Apartment,2,4502,429.83,0.1,2022,Furnished,16,21,3,7,4,Medium,No,Yes,"Playground, Garden, Pool, Clubhouse",South,Broker,Ready_to_Move,3,6,1.0,49.99999999999999,1.0,631.5612872509442,3,1
1461,Gujarat,Ahmedabad,Locality_286,Villa,3,4622,155.23,0.03,2017,Unfurnished,5,10,8,1,8,High,Yes,Yes,"Playground, Clubhouse",North,Broker,Ready_to_Move,1,9,1.0,59.25925925925925,1.0,228.08379736166407,5,1
26539,Jharkhand,Ranchi,Locality_209,Villa,2,3775,129.47,0.03,1993,Semi-furnished,27,25,32,5,6,Medium,No,Yes,"Playground, Clubhouse, Garden",North,Builder,Under_Construction,2,6,1.0,50.0,1.0,190.23390610329608,2,0
111927,Telangana,Warangal,Locality_444,Independent House,4,1649,374.52,0.23,2011,Unfurnished,4,14,14,1,7,Low,No,No,"Clubhouse, Playground",South,Builder,Ready_to_Move,1,3,1.0,22.22222222222221,0.98,546.2285685968799,2,0
103713,Jharkhand,Jamshedpur,Locality_121,Independent House,5,4397,198.85,0.05,1990,Unfurnished,23,25,35,4,4,Medium,Yes,No,"Clubhouse, Gym",South,Builder,Under_Construction,2,6,1.0,38.888888888888886,1.0,292.1758880716801,1,0
233084,Assam,Guwahati,Locality_278,Independent House,4,1210,121.41,0.1,2017,Semi-furnished,22,14,8,7,1,Low,No,Yes,"Playground, Garden, Pool, Clubhouse",East,Owner,Under_Construction,3,3,1.0,22.22222222222221,0.98,177.07361559688985,1,0
249603,Chhattisgarh,Raipur,Locality_466,Apartment,1,4948,142.76,0.03,2015,Unfurnished,6,12,10,4,4,Medium,No,No,"Gym, Pool, Playground",West,Owner,Under_Construction,2,6,1.0,38.888888888888886,1.0,209.76127624396807,2,0
172677,Jharkhand,Ranchi,Locality_288,Apartment,4,4389,498.57,0.11,1995,Semi-furnished,6,20,30,2,8,Low,No,No,Garden,North,Broker,Under_Construction,1,3,1.0,29.629629629629623,0.98,727.1525618000278,0,0
197361,Gujarat,Surat,Locality_149,Villa,4,3269,187.99,0.06,2017,Semi-furnished,9,25,8,3,9,Low,Yes,No,"Pool, Garden",East,Builder,Under_Construction,2,3,1.0,37.03703703703704,1.0,276.2189851576321,2,0
233612,Assam,Guwahati,Locality_488,Villa,1,4185,284.97,0.07,1999,Furnished,22,2,26,3,9,High,No,Yes,"Garden, Playground, Gym",West,Broker,Under_Construction,2,9,1.0,70.37037037037037,1.02,421.8252138731803,2,0
43179,Punjab,Amritsar,Locality_268,Independent House,2,4676,357.29,0.08,2017,Furnished,13,5,8,4,6,Medium,Yes,No,"Clubhouse, Gym",North,Broker,Under_Construction,2,6,1.0,46.2962962962963,1.0,524.9762285598722,3,1
127915,West Bengal,Durgapur,Locality_188,Independent House,1,1491,495.78,0.33,2012,Semi-furnished,5,20,13,5,1,Low,No,No,"Garden, Clubhouse, Pool, Playground",South,Owner,Under_Construction,2,3,1.0,14.814814814814817,0.98,723.0834127388687,1,0
22365,Tamil Nadu,Chennai,Locality_33,Apartment,2,2264,108.46,0.05,2015,Furnished,4,10,10,2,2,Low,Yes,No,"Garden, Pool",North,Owner,Under_Construction,1,3,1.0,7.4074074074074066,0.98,158.18634665710132,3,1
53428,Gujarat,Surat,Locality_299,Independent House,1,3008,276.32,0.09,2006,Unfurnished,2,23,19,9,7,Low,No,No,"Playground, Pool",West,Broker,Ready_to_Move,4,3,1.0,51.85185185185185,1.0,406.00473418137614,3,1
179515,West Bengal,Kolkata,Locality_283,Independent House,4,3948,350.11,0.09,2013,Semi-furnished,15,24,12,5,2,High,No,No,"Playground, Garden, Pool, Gym",East,Owner,Ready_to_Move,2,9,1.0,51.85185185185185,1.0,514.4264529684482,4,1
190920,Haryana,Faridabad,Locality_232,Apartment,1,521,329.88,0.63,1996,Semi-furnished,26,10,29,6,10,Medium,No,Yes,"Gym, Playground, Garden",West,Owner,Under_Construction,3,6,1.0,68.5185185185185,1.0,484.70194597478417,1,0
142570,Delhi,New Delhi,Locality_321,Independent House,5,1806,465.16,0.26,2005,Unfurnished,11,8,20,2,8,High,Yes,No,"Clubhouse, Pool, Gym, Playground, Garden",East,Owner,Under_Construction,1,9,1.0,62.96296296296296,1.0,683.4726482042882,1,0
130080,Maharashtra,Mumbai,Locality_374,Apartment,3,2059,307.62,0.15,2006,Furnished,22,20,19,6,10,High,Yes,No,"Playground, Pool",South,Broker,Ready_to_Move,3,9,1.0,85.18518518518518,1.02,455.3527469265808,3,1
13123,Chhattisgarh,Bilaspur,Locality_157,Independent House,1,3806,366.78,0.1,2008,Semi-furnished,9,6,17,8,10,Low,No,Yes,"Playground, Garden, Clubhouse",North,Broker,Under_Construction,4,3,1.0,59.25925925925925,1.0,538.9201520087041,1,0
121,Delhi,Dwarka,Locality_57,Villa,3,1835,247.94,0.14,2022,Furnished,12,26,3,2,6,Low,Yes,No,"Pool, Garden, Gym, Clubhouse",North,Builder,Under_Construction,1,3,1.0,22.222222222222225,0.98,361.6146301877347,2,0
127400,Uttarakhand,Dehradun,Locality_64,Villa,2,3671,458.94,0.13,2019,Furnished,4,3,6,7,3,High,Yes,Yes,Gym,West,Builder,Under_Construction,3,9,1.0,62.96296296296296,1.0,674.3334275665923,3,1
246626,Odisha,Bhubaneswar,Locality_471,Apartment,5,4902,93.21,0.02,1990,Furnished,6,29,35,2,2,Low,Yes,Yes,"Garden, Playground, Pool",North,Broker,Under_Construction,1,3,1.0,7.4074074074074066,0.98,135.9445820754971,1,0
220294,Gujarat,Surat,Locality_2,Independent House,4,1215,364.41,0.3,2021,Furnished,27,6,4,10,3,High,Yes,Yes,"Garden, Gym, Playground, Clubhouse, Pool",South,Broker,Under_Construction,5,9,1.0,74.07407407407408,1.02,539.4158198670935,2,0
150361,Tamil Nadu,Coimbatore,Locality_423,Independent House,4,4782,282.63,0.06,2017,Furnished,12,8,8,3,6,Medium,Yes,Yes,"Playground, Clubhouse, Gym, Pool, Garden",South,Broker,Under_Construction,2,6,1.0,42.59259259259259,1.0,415.27619434598415,2,0
35198,Delhi,New Delhi,Locality_243,Independent House,2,1557,297.25,0.19,2013,Unfurnished,29,21,12,2,5,Medium,Yes,Yes,"Garden, Pool, Playground, Gym",South,Broker,Under_Construction,1,6,1.0,35.18518518518518,1.0,436.7577708288002,2,0
94520,West Bengal,Durgapur,Locality_318,Apartment,4,3095,333.61,0.11,2004,Unfurnished,22,26,21,7,2,Medium,No,Yes,"Gym, Playground, Garden",North,Broker,Under_Construction,3,6,1.0,42.59259259259259,1.0,490.1825397012482,0,0
12633,Kerala,Kochi,Locality_90,Apartment,2,3152,88.71,0.03,2023,Furnished,15,4,2,4,8,Low,No,Yes,"Garden, Gym, Clubhouse",North,Broker,Ready_to_Move,2,3,1.0,37.03703703703703,1.0,130.34409369292803,4,1
186521,Haryana,Gurgaon,Locality_58,Villa,2,4662,175.23,0.04,1995,Semi-furnished,4,7,30,10,8,Low,No,Yes,Playground,West,Builder,Under_Construction,5,3,1.0,59.25925925925925,1.0,257.4703588976641,3,1
3100,Punjab,Ludhiana,Locality_340,Independent House,3,4249,408.08,0.1,2017,Unfurnished,6,7,8,9,6,Low,Yes,No,"Playground, Gym",North,Builder,Ready_to_Move,4,3,1.0,48.14814814814815,1.0,599.6034015805442,3,1
99456,Kerala,Kochi,Locality_52,Villa,3,3080,297.05,0.1,2011,Furnished,12,15,14,4,7,Low,Yes,No,Garden,West,Broker,Ready_to_Move,2,3,1.0,33.33333333333333,1.0,436.46390521344017,3,1
99120,Uttar Pradesh,Lucknow,Locality_360,Villa,1,2312,240.18,0.1,2002,Unfurnished,7,28,23,7,7,High,No,No,"Garden, Clubhouse",West,Owner,Under_Construction,3,9,1.0,77.77777777777777,1.02,355.5250723516877,1,0
